text,text_english,likes,comments,shares,engagement_label,url
කොණ්ඩේ ගියාට පස්සේ ලොකු ගණන් වියදම් කරනවට වඩා කොණ්ඩේ යන්නේ නැති වෙන්න හොද පෝෂණයක් තියන ෂැම්පු එකක් දිනපතා පාවිච්චි කරමු😍😍,"Instead of spending a lot of money after hair loss, let's use a good nourishing shampoo every day to prevent hair loss.",10.0,2.0,4.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0248ckbkXKYwi6RFWW7TR3dFe9NYDgQ6rtu215LAATgwSzfd7dGzMPHkHsdTAQurEtl&id=61588469053416
Coming soon 😍😍,Coming soon 😍😍,6.0,3.0,11.0,high,https://www.facebook.com/reel/1650544809184879/
"✨ Unlock Your Best Skin with Medicube: 100% Genuine, 100% Effective! 🌟💧

ඔබේ සමේ ගැටළු වලට නිවැරදිම සහ උසස්ම විසඳුම් සොයනවාද? K-Beauty වෙතින් Medicube නිෂ්පාදන එකතුව දැන්ම තෝරාගන්න. අපි ඔබට ලබාදෙන්නේ සැබෑ, උසස් තත්ත්වයේ Original Medicube නිෂ්පාදන පමණයි!

අපේ එකතුවේ ඇති සුවිශේෂී නිෂ්පාදන කිහිපයක් 👇

• Medicube TXA Niacinamide 15% Serum: ලප කැළැල් සහ අඳුරු බව දුරු කර සම පැහැපත් කිරීමට.
• Medicube Deep Vita C Capsule Cream: සමේ අඳුරු ලප මගහැර, විටමින් C බලයෙන් සමට නැවුම් දීප්තියක් ලබාදීමට.
• Medicube PDRN Pink Collagen Capsule Cream: සම තද කර, ප්‍රත්‍යස්ථතාව වැඩි කරමින් තරුණ පෙනුමක් ලබාදීමට.
• Medicube Collagen Jelly Cream: සමට ගැඹුරු සජලනය ලබාදී දීප්තිමත් ""Glass Skin"" පෙනුමක් ලබාදීමට.

🛡️ ප්‍රවේශම් වන්න! සැක සහිත ව්‍යාජ නිෂ්පාදන වලට රැවටෙන්න එපා! 🛡️

අපගෙන් මිලදී ගන්නා සෑම Medicube නිෂ්පාදනයක්ම සැබෑ Original එකක් බව ඔබටම තහවුරු කරගත හැක. සෑම නිෂ්පාදනයකම ඇති Original QR Barcode එක පහසුවෙන් Check කර එය තහවුරු කරගැනීමට ඔබට අවස්ථාව ඇත.

සැබෑ නිෂ්පාදන භාවිතයෙන් ඔබේ සම ආරක්ෂා කරගන්න සහ නිරෝගී සුන්දරත්වයක් හිමිකරගන්න!

Authenticity Guaranteed
Experience the real power of Medicube. Shop with complete confidence at K-Beauty, knowing every product we sell is a Genuine, Original item. Ensure authenticity by checking the barcode/QR code provided on the packaging before use. Use the correct products for a truly healthy, radiant complexion!

📥 වැඩි විස්තර සහ මිලදී ගැනීම සඳහා අපට දැන්ම පණිවිඩයක් එවන්න! 🛍️

☎️ WhatsApp -076 629 4351 
#KBeautySl #GlassSkinRoutine #medicubekorea #glowup #KoreanSkincare #OrderNowDeliverNow #GlassSkinRoutine #srilanka","✨ Unlock Your Best Skin with Medicube: 100% Genuine, 100% Effective!🌟💧

Looking for the best and most advanced solutions to your skin problems?Shop the Medicube product collection from K-Beauty now.We offer you only genuine, high quality Original Medicube products!

Some of the exclusive products in our collection 👇

• Medicube TXA Niacinamide 15% Serum: To lighten skin by removing freckles and dullness.
• Medicube Deep Vita C Capsule Cream: To prevent dark spots on the skin and give the skin a fresh glow with the power of vitamin C.
• Medicube PDRN Pink Collagen Capsule Cream: To tighten skin and increase elasticity for a youthful appearance.
• Medicube Collagen Jelly Cream: Deeply hydrates the skin to give a radiant ""Glass Skin"" look.

🛡️ Be careful!Don't be fooled by suspicious fake products!🛡️

You can confirm for yourself that every Medicube product you buy from us is a real original.You have the opportunity to easily check the Original QR Barcode of each product and confirm it.

Protect your skin and achieve healthy beauty using real products!

Authenticity Guaranteed
Experience the real power of Medicube.Shop with complete confidence at K-Beauty, knowing every product we sell is a genuine, original item.Ensure authenticity by checking the barcode/QR code provided on the packaging before use.Use the correct products for a truly healthy, radiant complexion!

📥 Message us now for more details and to purchase!🛍️

☎️ WhatsApp -076 629 4351
#KBeautySl #GlassSkinRoutine #medicubekorea #glowup #KoreanSkincare #OrderNowDeliverNow #GlassSkinRoutine #srilanka",5.0,2.0,28.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid09eVeJb3NBD3NFyaRgNGwPhrmkE8LoVWHQhPBLdw4mogEBYJycebWmwos5bQqU6r9l&id=61576421783955
"ඔබේ විශ්වාසය අපගේ වටිනාකමයි. ✨

සැබෑ කොරියානු රූපලාවණ්‍ය රහස් ඔබ වෙත ගෙන ඒමට ලැබීම අප ලබන භාග්‍යයක්. ඔබගේ සමේ නිරෝගීභාවය සහ දීප්තිය වෙනුවෙන් අප සැමවිටම කැපවී සිටින්නෙමු.

අප හා එක්වූ ඔබ සැමට හෘදයාංගම ස්තූතිය! 🕊️

🇰🇷 K-Beauty | Authentic Korean Skincare
📞 ඇණවුම් සඳහා: 076 629 4351
📩 වැඩිදුර විස්තර සඳහා අපට DM කරන්න.

#AuthenticKoreanSkincare #glassskinroutine #KBeautySL #OrderNowDeliverNow #srilanka","Your trust is our value.✨

We are privileged to bring you the true Korean beauty secrets.We are always dedicated to the health and radiance of your skin.

A heartfelt thank you to all of you who joined us!🕊️

🇰🇷 K-Beauty |Authentic Korean Skincare
📞 For orders: 076 629 4351
📩 DM us for more details.

#AuthenticKoreanSkincare #glassskinroutine #KBeautySL #OrderNowDeliverNow #srilanka",7.0,3.0,8.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0LLhWgmpaE9gZUYmtaTn5zjseKKvkYE8JSvGn3LsMRZ61Ts6wSciiVZKNk5rYnVHRl&id=61576421783955
"සැබෑ විටමින් C බලය මේ Capsule Cream එක තුළයි! ✨🍊
සාමාන්‍ය විටමින් C ක්‍රීම් එකක් වගේ නෙමෙයි, Medicube Deep Vita C Capsule Cream එකේ කුඩා විටමින් C කැප්සියුල කෙළින්ම ඔබේ සමට පෝෂණය ලබා දෙනවා.

ඔබේ සමට ලැබෙන ප්‍රයෝජන:
🧡 Deep Vita Power: කැප්සියුල ඔබේ සමේ අවසාන ස්ථරයටම විටමින් C ගෙනයන අතර, සම වඩාත් නීරෝගී කරවයි.
✨ Brightening Skin: හිරු එළියෙන් ඇතිවන ලප (Dark Spots) සහ අවපැහැ වීම් මැකී යාමට උපකාරී වන බැවින්, ඔබේ සමේ පැහැපත් බව වැඩි වේ.
💦 Non-Greasy & Refreshing: ඇලෙන සුළු නොවන නිසා ඕනෑම සමකට භාවිතා කළ හැක. මුහුණට මෘදු, සිනිඳු නිමාවක් ලබා දෙයි.
🍊 Fresh Vitamin C: සෑම කැප්සියුලයකම විටමින් C නැවුම්ව පවතින බැවින්, ක්‍රියාකාරීත්වය වැඩි වේ.

✅ මිල: 7,000 LKR

🎁 විශේෂ දීමනාව: සෑම ඇණවුමකටම Face Mask එකක් නොමිලේ!

ඔබේ සමට අවශ්‍ය සැබෑ දීප්තිය ලබා ගැනීමට Medicube Deep Vita C Capsule Cream එක භාවිතා කරන්න.✨🍊

🛒 ඇණවුම් කිරීමට හෝ වැඩි විස්තර සඳහා DM කරන්න.
📞 076 629 4351

#Medicube #KBeautySL #brightness #glassskinroutine #OrderNowDeliverNow #KoreanSkincare #imported #LimitedTimeOffer","The real power of Vitamin C is in this Capsule Cream!✨🍊
Unlike a normal vitamin C cream, Medicube Deep Vita C Capsule Cream's tiny vitamin C capsules directly nourish your skin.

Benefits for your skin:
🧡 Deep Vita Power: Capsules transport vitamin C to the last layer of your skin, making the skin healthier.
✨ Brightening Skin: As it helps to fade dark spots and discolorations caused by sunlight, your skin's brightness increases.
💦 Non-Greasy & Refreshing: Can be used on any skin as it is non-sticky.Gives a soft, smooth finish to the face.
🍊 Fresh Vitamin C: As vitamin C is fresh in each capsule, the effectiveness is increased.

✅ Price: 7,000 LKR

🎁 Special Offer: Free Face Mask with every order!

Use Medicube Deep Vita C Capsule Cream to get the true glow your skin needs.✨🍊

🛒 DM to order or for more details.
📞 076 629 4351

#Medicube #KBeautySL #brightness #glassskinroutine #OrderNowDeliverNow #KoreanSkincare #imported #LimitedTimeOffer",6.0,2.0,20.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid02JWDcyx49dyCqH4uAteaxhcmGkj2XWhZEbjFEFqRkdqtEHpBXAH34rnhNYa9uiBqkl&id=61576421783955
"“Face care routine එකට best choice එක ✨
Original Korean Face Sheet Mask
GLITZ BEAUTY වෙතින් 🌸”

📦 Limited stock!!🚨

📩 ඔබගේ ඇණවුම දැන්ම අප වෙත ලබා දෙන්න.

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#glitzbeauty
#koreanskincare
#facesheetmask
#skincarelover
#glowingskin
#beautycare
#skincareproducts
#selfcare
#kbeauty
#skinroutine
#beautytips
#freshskin
#naturalglow
#hydratedskin
#beautypage
#skincareaddict
#glowup
#beautysecret
#skinlove
#beautyshop
#aloemask
#collagenmask
#snailmask
#pomegranatemask
#avocadomask
#beautysrilanka
#skincarelanka
#onlineshopsl
#beautyproducts
#glitzbeautysl","""The best choice for face care routine ✨
Original Korean Face Sheet Mask
From GLITZ BEAUTY 🌸”

📦 Limited stock!!🚨

📩 Place your order now.

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#glitzbeauty
#koreanskincare
#facesheetmask
#skincarelover
#glowingskin
#beautycare
#skincareproducts
#selfcare
#kbeauty
#skinroutine
#beautytips
#freshskin
#naturalglow
#hydratedskin
#beautypage
#skincareaddict
#glowup
#beautysecret
#skinlove
#beautyshop
#aloemask
#collagenmask
#snailmask
#pomegranatemask
#avocadomask
#beautysrilanka
#skincarelanka
#onlineshopsl
#beautyproducts
#glitzbeautysl",20.0,40.0,37.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0grynSR38gwe4RBj6zUTabZhzM6x3pxUTrBNGRLdaExNbcFt6wJzRCDoWU6bGAV1Xl&id=61583800496622
"ජපානයේ ඉන්න ආදරවන්තයගෙන් එයාගේ ආදරවන්තියට ආදරෙන්....😍🥰

📦 Limited stock!!🚨

📩 ඔබගේ ඇණවුම දැන්ම අප වෙත ලබා දෙන්න.

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#glitzbeauty
#koreanskincare
#facesheetmask
#skincarelover
#glowingskin
#kbeauty
#skinroutine
#beautytips
#freshskin
#naturalglow
#beautypage
#beautysecret
#skinlove
#beautyshop
#aloemask
#collagenmask
#snailmask
#pomegranatemask
#avocadomask
#onlineorder","From a lover in Japan to his lover....😍🥰

📦 Limited stock!!🚨

📩 Place your order now.

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#glitzbeauty
#koreanskincare
#facesheetmask
#skincarelover
#glowingskin
#kbeauty
#skinroutine
#beautytips
#freshskin
#naturalglow
#beautypage
#beautysecret
#skinlove
#beautyshop
#aloemask
#collagenmask
#snailmask
#pomegranatemask
#avocadomask
#onlineorder",15.0,30.0,27.0,high,https://www.facebook.com/reel/1142113964639087/
"ඩුබායි ඉන්න ආදරවන්තයගෙන් එයාගේ ආදරවන්තියට ආදරෙන්....😍🥰

📦 Limited stock!!🚨

📩 ඔබගේ ඇණවුම දැන්ම අප වෙත ලබා දෙන්න.

🚚 Island Wide Delivery Available 
🏛️ Bank Deposit Only 
📩 Inbox For More Details 
📞 Whatsapp - 076-7806132 

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #KBeautyGlow #orderonline","From a lover in Dubai to his lover....😍🥰

📦 Limited stock!!🚨

📩 Place your order now.

🚚 Island Wide Delivery Available
🏛️ Bank Deposit Only
📩 Inbox for more details
📞 Whatsapp - 076-7806132

✨🌸✨ GLITZ BEAUTY ✨🌸✨

#KBeauty #KoreanSkincare #KBeautyRoutine #SheetMaskLove #GlassSkin #KBeautyGlow #KoreanBeautyProducts #KBeautyGlow #orderonline",14.0,29.0,31.0,high,https://www.facebook.com/reel/4333893520217810/
ප්‍රතිඵල තියන නිසයි ඔයාලට විශ්වාසයෙන්ම කියන්නේ😍😍,I can tell you with confidence because there are results,6.0,6.0,11.0,high,https://www.facebook.com/reel/1635508160989917/
Youngshot❤️❤️,Youngshot❤️❤️,9.0,1.0,3.0,high,https://www.facebook.com/reel/1292351308890480/
ඔයාලාට අපි මොකක්මහරි නිෂ්පාදනයක් අරගෙන එනවනම් ඒවා 100% ප්‍රතිඵල සහතික කරලා තියන ඒවා විතරයි. කෙනෙක් මහන්සියෙන් හම්බකරන මුදලකට අපි උපරිම වටිනාකමක් දෙනවා. ඔයාලගේ කොණ්ඩේ යනවනම් මේක තමයි හොදම විසදුම..සාමාන්‍ය ෂැම්පු එකකට වඩා පුංචි මුදලක් වැඩිපුර දීලා පාවිච්චි කරලා ඔයාගේ පෙනුම ලස්සනට තියාගමු😍😍,"If we bring any product to you, they are only those with 100% guaranteed results.We give maximum value for hard earned money.If your hair is falling, this is the best solution..pay a little more than a normal shampoo and use it to keep your look beautiful😍😍",9.0,4.0,6.0,high,https://www.facebook.com/permalink.php?story_fbid=pfbid0BeFuWeha6BCGHurgogSN4BqHdHxcfnqftkJFHKC8V7CmrMzdXCzecinEaQuWoKmEl&id=61588469053416
"✨ මුහුණේ තද ලප කැලැල් මකාගෙන වීදුරුවක් වගේ දිදුලන සමක් ලබාගමුද? ✨

ඔබේ සමේ තියෙන කුරුලෑ ලප, අව්වට පිලිස්සුණු ලප (Sunspots) හෝ අඳුරු පැල්ලම් ගැන කනස්සල්ලෙන්ද ඉන්නේ? එහෙනම් මෙන්න ඒකට තියෙන සාර්ථකම විසඳුම! 🤩

🌟 AXIS-Y Dark Spot Correcting Glow Serum 🌟

මෙම සේරම් එක ලෝකය පුරාම අතිශය ජනප්‍රිය වෙන්න හේතු කිහිපයක්ම තියෙනවා:
• 5% Niacinamide: සමේ තද පැල්ලම් ඉවත් කර සමේ පැහැය එක සමාන කරයි.
• Rice Bran & Papaya Extracts: සමට ස්වභාවික දීප්තියක් (Glow) ලබා දෙයි.
• Squalane: සමේ තෙතමනය රඳවාගෙන සම මෘදු කරයි.

💡 විශේෂත්වය කුමක්ද?

බොහෝ දෙනෙක් අහන ප්‍රශ්නයක් තමයි මේක පාවිච්චි කරන්න පුළුවන් කාටද කියලා. මෙන්න පිළිතුර:
✅ ස්ත්‍රී පුරුෂ භේදයකින් තොරව ඕනෑම අයෙකුට පාවිච්චි කළ හැකියි.
සම සුරැකුම කියන්නේ කාන්තාවන්ට විතරක් අයිති දෙයක් නෙවෙයි. තමන්ගේ සම ගැන උනන්දු වන ඕනෑම පිරිමි කෙනෙකුටත් කිසිම බියකින් තොරව මෙය භාවිතා කරන්න පුළුවන්.
✅ සියලුම සමේ වර්ගයන්ට (All Skin Types) ගැලපේ.
විශේෂයෙන්ම තෙල් සහිත හෝ කුරුලෑ සහිත සමක් ඇති අයට ඉතාමත් ගැලපෙන සැහැල්ලු (Lightweight) නිමාවක් මෙහි ඇත.

📦 භාවිතා කරන ආකාරය:
පිරිසිදු කරගත් මුහුණේ සහ බෙල්ලේ ස්වල්පයක් ආලේප කර මෘදු ලෙස සම්බාහනය කරන්න. උදෑසන සහ රාත්‍රී කාලයේදී භාවිතා කිරීමෙන් ඉක්මන් ප්‍රතිඵල ලබාගත හැක. (උදෑසන භාවිතා කරන්නේ නම් පසුව Sunscreen එකක් භාවිතා කිරීමට අමතක කරන්න එපා! ☀️)
අදම ඇණවුම් කර ඔබේ සමට අලුත් පෙනුමක් ලබාගන්න! ✨
What-app - 076 629 4351

#korean #koreanskincare #glassskinroutine #KBeautySL #OrderNowDeliverNow #import #glassskin #kbeauty","✨ Shall we erase dark spots on the face and get skin that shines like glass?✨

Worried about acne spots, sunspots or dark spots on your skin?So here is the best solution!🤩

🌟 AXIS-Y Dark Spot Correcting Glow Serum 🌟

There are several reasons why this serum is so popular all over the world:
• 5% Niacinamide: Removes dark spots and evens skin tone.
• Rice Bran & Papaya Extracts: Gives skin a natural glow.
• Squalane: Retains skin moisture and softens the skin.

💡 What's special?

A question that many people ask is who can use it.Here is the answer:
✅ Can be used by anyone regardless of gender.
Skin care is not just for women.Any man who cares about his skin can use this without any fear.
✅ Suitable for all skin types.
It has a lightweight finish that is perfect for those with oily or acne-prone skin.

📦 How to use:
Apply a small amount on cleansed face and neck and massage gently.Use in the morning and at night for quick results.(Don't forget to use sunscreen afterwards if you use it in the morning! ☀️)
Order today and get a new look for your skin!✨
What-app - 076 629 4351

#korean #koreanskincare #glassskinroutine #KBeautySL #OrderNowDeliverNow #import #glassskin #kbeauty",5.0,2.0,31.0,high,https://www.facebook.com/61576421783955/videos/939651532018025/
"""Wishing you a year as radiant and glowing as your skin. Happy New Year from [K- Beauty ]! ✨""
#koreanskincare #glassskinroutine #HappyNewYear #KBeautySL","""Wishing you a year as radiant and glowing as your skin. Happy New Year from [K- Beauty ]! ✨""
#koreanskincare #glassskinroutine #HappyNewYear #KBeautySL",0.0,0.0,1.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid0dm151eseaQtmZf5t717vaGA9kdRBRkAdKBNZeHrZPWHHzWwsT6S1oaNoYx3G74dnl&id=61576421783955
"Reveal Your Flawless Glow with Medicube TXA 15% 🌟

සමෙහි තැනින් තැන ඇති අඳුරු ලප (Pigmentation) සහ හිරු රශ්මිය නිසා අවපැහැ ගැන්වුණු සම නිසා ඔබේ මුහුණේ දීප්තිය අඩුවෙලාද? 🤔

දැන් ඔබට පුළුවන් 
Medicube TXA Niacinamide 15% Serum එක හරහා ඉතා කෙටි කාලයකින් පැහැපත් සහ නිරෝගී සමක් ලබාගන්න. කොරියානු සම සුරැකුම් ලොව අංක 1 පෙරළියක් වන මෙය දැන් ඔබට අපෙන් ලබාගත හැකියි. 

✨ඇයි ඔබ මේ Serum එක තෝරාගත යුත්තේ?

• Powerful Targeted Action: මුහුණේ ඇති ගැඹුරු අඳුරු ලප සහ කුරුලෑ කැළැල් ඉවත් කිරීමට විශේෂයෙන්ම නිපදවා ඇත.
• Even Skin Tone: අසමාන සමේ පැහැය (Uneven skin tone) නැති කර මුළු මුහුණටම එක හා සමාන දීප්තියක් ලබා දෙයි.
• Deep Hydration: සමේ තෙතමනය රැකගනිමින් සම ඇතුළතින්ම පෝෂණය කරයි.
• Fast Absorbing: සමට ඉක්මනින් උරා ගන්නා බැවින් දවස පුරා නැවුම් බවක් දැනේ.

✨ ""ඔබේ සමේ විශ්වාසය යළි ගොඩනඟා ගන්න, අදම Medicube සත්කාරය අරඹන්න!"" 
✨භාවිතා කරන ආකාරය:
                                    පිරිසිදු කළ මුහුණට සීරම් ස්වල්පයක් ආලේප කර ඇඟිලි තුඩුවලින් මෘදු ලෙස තැවරුම් කරන්න. වඩාත් හොඳ ප්‍රතිඵල සඳහා උදේ සහ රාත්‍රී කාලයේ භාවිතා කරන්න. (දිවා කාලයේදී Sunscreen භාවිතා කිරීමට අමතක කරන්න එපා! 🧴☀️)
✅ 100% Original Korean Import
✅ Premium Quality Guaranteed
Price: 6500/=
🛍️ ඇණවුම් කිරීම සඳහා ඔබේ නම, ලිපිනය සහ දුරකථන අංකය අපට DM කරන්න.
📲 WhatsApp: 076 629 4351.    
#korean #koreanskincare #ordernow #kbeauty #glassskin  #KBeautySL #import #glassskinroutine #luxurycosmetics #OrderNowDeliverNow","Reveal Your Flawless Glow with Medicube TXA 15% 🌟

Is your face dull due to dark spots (pigmentation) and sun-discolored skin?🤔

Now you can
Get bright and healthy skin in a very short time through Medicube TXA Niacinamide 15% Serum.The world's number 1 breakthrough in Korean skin care, now you can get it from us.

Why should you choose this serum?

• Powerful Targeted Action: Specially formulated to remove deep dark spots and acne scars on the face.
• Even Skin Tone: Eliminates uneven skin tone and gives an even glow to the entire face.
• Deep Hydration: Nourishes the skin from within while preserving the skin's moisture.
• Fast Absorbing: The skin feels fresh throughout the day as it absorbs quickly.

✨ ""Rebuild your skin's confidence, start Medicube treatment today!""
✨How to use:
Apply a small amount of serum to cleansed face and gently massage with fingertips.Use morning and night for best results.(Don't forget to use sunscreen during the day! 🧴☀️)
✅ 100% Original Korean Import
✅ Premium Quality Guaranteed
Price: 6500/=
🛍️ DM us your name, address and phone number to order.
📲 WhatsApp: 076 629 4351.
#korean #koreanskincare #ordernow #kbeauty #glassskin #KBeautySL #import #glassskinroutine #luxurycosmetics #OrderNowDeliverNow",6.0,2.0,33.0,high,https://www.facebook.com/61576421783955/videos/1320777376640782/
"Youngshot Milky Essence ✨

ඔබේ සමට මෘදු, තෙතමනයෙන් පිරුණු, දීප්තිමත් පෙනුමක් ලබාදෙන විශිෂ්ට Made in Korea skincare නිෂ්පාදනයක් තමයි මේක

Youngshot Milky Essence සමට අවශ්‍ය පෝෂණය ලබාදී වියළි බව අඩු කරයි. සම මෘදු කරමින් natural glow එකක් ලබාදීමට උපකාරී වේ. දිනපතා භාවිතා කළ හැකි මෙම essence එක සමට ඉක්මනින් අවශෝෂණය කරගන්නවා

✔️ සම තෙතමනයෙන් පවත්වා ගනී😍
✔️ Glow & Brightening effect😍
✔️ Dry skin සඳහා විශේෂයෙන් සුදුසුයි
✔️ Light texture – ඉක්මනින් අවශෝෂණය වේ😍

#KoreanBeauty
#KBeauty
#SkincareRoutine
#GlassSkin
#KoreanSkincare
#BeautyTips
#SkinCare
#GlowUp
#BeautyReels
#ViralReels
#TrendingNow
#SkincareLover
#BeautyProducts
#KoreanCosmetics
#HealthySkin
#BeautyCare
#BeforeAfter
#SkinGlow
#ReelsInstagram
#FYP

✔️ Daily skincare routine එකට perfect choice","Youngshot Milky Essence ✨

This is an excellent Made in Korea skincare product that gives your skin a soft, moisturized, and radiant look

Youngshot Milky Essence nourishes the skin and reduces dryness.Softens the skin and helps to give a natural glow.This essence, which can be used daily, is quickly absorbed by the skin

✔️ Keeps the skin moist
✔️ Glow & Brightening effect😍
✔️ Especially suitable for dry skin
✔️ Light texture - absorbs quickly

#KoreanBeauty
#KBeauty
#SkincareRoutine
#GlassSkin
#KoreanSkincare
#BeautyTips
#SkinCare
#GlowUp
#BeautyReels
#ViralReels
#TrendingNow
#SkincareLover
#BeautyProducts
#KoreanCosmetics
#HealthySkin
#BeautyCare
#BeforeAfter
#SkinGlow
#ReelsInstagram
#FYP

✔️ Perfect choice for daily skincare routine",208.0,27.0,11.0,high,https://www.facebook.com/reel/982758481368535/
මැජික් එකක්❤️❤️,A magic ❤️❤️,2.0,1.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid0FKsaH4xjyrj7q3x86DPTwA9DQhtkZWZ2nB5cMzUmFXiyXpET8HXHpNy4ajBmCVZzl&id=61588469053416
සති අන්තයේ ආපු ඕඩර්ස් ඔක්කොම අද තැපැල් කරනවා.බොහොම ස්තුතියි හැමෝටම❤️❤️,All the orders that came in over the weekend are being mailed today. Thank you very much everyone❤️❤️,4.0,0.0,1.0,low,https://www.facebook.com/permalink.php?story_fbid=pfbid02UUA8nU7UZyrePj2iL3WSqsCRWvAtssWzxYYz5Ca4DVuGgsjLPtA8NGLGrPpTqATpl&id=61588469053416
"Ultimate Glass Skin Glow එකක් සඳහා Collagen Jelly Cream ✨

ඔබේ සමට නැවුම් පෙනුමක් සහ තරුණ බවක් ලබා දෙන ඉහළම ගුණාත්මක භාවයෙන් යුත් සත්කාරය.
Key Benefits:
• Firming & Elasticity: සම එල්ලා වැටීම වළක්වා සමට හොඳ තද ගතියක් ලබා දෙයි.
• Deep Hydration: සමේ ඇතුළත ස්ථර දක්වා තෙතමනය (Moisture) ලබා දී දවස පුරා පෝෂණය කරයි.
• Anti-Aging Effect: සමේ ඇති සියුම් රැලි (Fine lines) පාලනය කර තරුණ පෙනුමක් ලබා දෙයි.
• Instant Glow: ආලේප කළ සැණින් සමට සෞඛ්‍ය සම්පන්න බැබළෙන පෙනුමක් (Radiant look) හිමිවේ.

Texture: මෙය ඇලෙන සුළු නොවන (Non-sticky), සැහැල්ලු Jelly එකක් වැනි නිසා සමට ඉක්මනින් අවශෝෂණය (Quick Absorption) වේ. 

 අදම ඔබේ සමට අවශ්‍ය Collagen සත්කාරය ලබා ගන්න. 
🛍️Price: Rs. 6800/=| 
DM for Orders 📩
WhatsApp -0766294351 

#koreanskincare #srilanka #koreanskincare #kbeauty #glassskin #import #OrderNowDeliverNow #ordernow","Collagen Jelly Cream for an Ultimate Glass Skin Glow ✨

The highest quality care that leaves your skin looking fresh and youthful.
Key Benefits:
• Firming & Elasticity: Prevents skin sagging and gives good firmness to the skin.
• Deep Hydration: Provides moisture to the inner layers of the skin and nourishes throughout the day.
• Anti-Aging Effect: Controls fine lines and gives a youthful appearance.
• Instant Glow: Skin has a healthy radiant look immediately upon application.

Texture: This is non-sticky, like a light jelly, so it absorbs quickly into the skin.

Get the collagen care your skin needs today.
🛍️Price: Rs.6800/=|
DM for Orders 📩
WhatsApp -0766294351

#koreanskincare #srilanka #koreanskincare #kbeauty #glassskin #import #OrderNowDeliverNow #ordernow",5.0,1.0,23.0,high,https://www.facebook.com/61576421783955/videos/2396284237499267/
"Authentic costumer experience❤️🌸

#glassskinroutine #luxurycosmetics #srilanka #koreanskincare #ordernow #kbeauty #GlassSkin #import #KBeautySL","Authentic costumer experience❤️🌸

#glassskinroutine #luxurycosmetics #srilanka #koreanskincare #ordernow #kbeauty #GlassSkin #import #KBeautySL",7.0,1.0,1.0,medium,https://www.facebook.com/permalink.php?story_fbid=pfbid0JdkiRvPfHXi11UJNtngfBEo4kyvSyhy14w94HrYVEfBEi3AXmwK9vs6ccxJnA9wMl&id=61576421783955
